"Registry name","ID","meta","Display name","Count"
"minecraft:nether_brick_stairs",114,6,"Nether Brick Stairs",1298
"minecraft:nether_brick_stairs",114,7,"Nether Brick Stairs",1128
"minecraft:nether_wart",115,0,"minecraft:nether_wart",134
"minecraft:nether_wart_block",214,0,"Nether Wart Block",5898
"minecraft:netherrack",87,0,"Netherrack",11928
"minecraft:noteblock",25,0,"Note Block",4
"minecraft:oak_stairs",53,0,"Oak Wood Stairs",162
"minecraft:oak_stairs",53,1,"Oak Wood Stairs",132
"minecraft:oak_stairs",53,2,"Oak Wood Stairs",36
"minecraft:oak_stairs",53,3,"Oak Wood Stairs",138
"minecraft:oak_stairs",53,4,"Oak Wood Stairs",228
"minecraft:oak_stairs",53,5,"Oak Wood Stairs",241
"minecraft:oak_stairs",53,6,"Oak Wood Stairs",302
"minecraft:oak_stairs",53,7,"Oak Wood Stairs",270
"minecraft:obsidian",49,0,"Obsidian",12020
"minecraft:packed_ice",174,0,"Packed Ice",3245
"minecraft:planks",5,0,"Oak Wood Planks",2565
"minecraft:planks",5,1,"Spruce Wood Planks",5031
"minecraft:planks",5,5,"Dark Oak Wood Planks",28
"minecraft:potatoes",142,0,"minecraft:potatoes",16
"minecraft:potatoes",142,7,"minecraft:potatoes",16
"minecraft:powered_repeater",94,12,"minecraft:powered_repeater",1
"minecraft:pumpkin",86,0,"Pumpkin",5
"minecraft:pumpkin",86,1,"Pumpkin",7
"minecraft:pumpkin",86,2,"Pumpkin",5
"minecraft:pumpkin",86,3,"Pumpkin",2
"minecraft:pumpkin_stem",104,0,"minecraft:pumpkin_stem",4
"minecraft:quartz_block",155,0,"Block of Quartz",366
"minecraft:quartz_ore",153,0,"Nether Quartz Ore",11846
"minecraft:rail",66,0,"Rail",29
"minecraft:rail",66,1,"Rail",13
"minecraft:red_flower",38,0,"Poppy",1509
"minecraft:red_flower",38,1,"Blue Orchid",3140
"minecraft:red_flower",38,2,"Allium",245
"minecraft:red_flower",38,3,"Azure Bluet",369
"minecraft:red_flower",38,4,"Red Tulip",391
"minecraft:red_flower",38,5,"Orange Tulip",370
"minecraft:red_flower",38,6,"White Tulip",2961
"minecraft:red_flower",38,7,"Pink Tulip",139
"minecraft:red_flower",38,8,"Oxeye Daisy",2822
"minecraft:red_mushroom",40,0,"Mushroom",483
"minecraft:red_mushroom_block",100,1,"Mushroom",458
"minecraft:red_mushroom_block",100,2,"Mushroom",263
"minecraft:red_mushroom_block",100,3,"Mushroom",458
"minecraft:red_mushroom_block",100,4,"Mushroom",258
"minecraft:red_mushroom_block",100,5,"Mushroom",65
"minecraft:red_mushroom_block",100,6,"Mushroom",260
"minecraft:red_mushroom_block",100,7,"Mushroom",448
"minecraft:red_mushroom_block",100,8,"Mushroom",256
"minecraft:red_mushroom_block",100,9,"Mushroom",448
"minecraft:red_mushroom_block",100,10,"Mushroom",348
"minecraft:red_nether_brick",215,0,"Red Nether Brick",11092
"minecraft:redstone_block",152,0,"Block of Redstone",5719
"minecraft:redstone_lamp",123,0,"Redstone Lamp",18
"minecraft:redstone_ore",73,0,"Redstone Ore",75949
"minecraft:redstone_torch",76,1,"Redstone Torch",9
"minecraft:redstone_torch",76,2,"Redstone Torch",10
"minecraft:redstone_torch",76,3,"Redstone Torch",15
"minecraft:redstone_torch",76,4,"Redstone Torch",7
"minecraft:redstone_torch",76,5,"Redstone Torch",27
"minecraft:redstone_wire",55,0,"minecraft:redstone_wire",120
"minecraft:redstone_wire",55,12,"minecraft:redstone_wire",11
"minecraft:redstone_wire",55,13,"minecraft:redstone_wire",11
"minecraft:redstone_wire",55,14,"minecraft:redstone_wire",11
"minecraft:redstone_wire",55,15,"minecraft:redstone_wire",16
"minecraft:reeds",83,0,"minecraft:reeds",404
"minecraft:sand",12,0,"Sand",93478
"minecraft:sandstone",24,0,"Sandstone",11309
"minecraft:sapling",6,0,"Oak Sapling",1
"minecraft:sea_lantern",169,0,"Sea Lantern",66
"minecraft:skull",144,1,"minecraft:skull",227
"minecraft:slime",165,0,"Slime Block",155
"minecraft:soul_sand",88,0,"Soul Sand",10412
"minecraft:spruce_door",193,1,"minecraft:spruce_door",3
"minecraft:spruce_door",193,2,"minecraft:spruce_door",2
"minecraft:spruce_door",193,3,"minecraft:spruce_door",1
"minecraft:spruce_door",193,9,"minecraft:spruce_door",1
"minecraft:spruce_door",193,9,"minecraft:spruce_door",5
"minecraft:spruce_stairs",134,0,"Spruce Wood Stairs",47
"minecraft:spruce_stairs",134,1,"Spruce Wood Stairs",48
"minecraft:spruce_stairs",134,2,"Spruce Wood Stairs",55
"minecraft:spruce_stairs",134,3,"Spruce Wood Stairs",55
"minecraft:spruce_stairs",134,4,"Spruce Wood Stairs",528
"minecraft:spruce_stairs",134,5,"Spruce Wood Stairs",498
"minecraft:spruce_stairs",134,6,"Spruce Wood Stairs",563
"minecraft:spruce_stairs",134,7,"Spruce Wood Stairs",498
"minecraft:stained_glass_pane",160,8,"Light Gray Stained Glass Pane",78
"minecraft:stained_hardened_clay",159,1,"Orange Terracotta",484
"minecraft:stained_hardened_clay",159,3,"Light Blue Terracotta",762
"minecraft:stained_hardened_clay",159,5,"Lime Terracotta",2657
"minecraft:stained_hardened_clay",159,8,"Light Gray Terracotta",70
"minecraft:stained_hardened_clay",159,9,"Cyan Terracotta",410
"minecraft:stained_hardened_clay",159,13,"Green Terracotta",2677
"minecraft:stained_hardened_clay",159,14,"Red Terracotta",1
"minecraft:sticky_piston",29,2,"Sticky Piston",2
"minecraft:sticky_piston",29,4,"Sticky Piston",1
"minecraft:sticky_piston",29,5,"Sticky Piston",2
"minecraft:stone",1,0,"Stone",28131691
"minecraft:stone",1,1,"Granite",1618028
"minecraft:stone",1,2,"Polished Granite",623
"minecraft:stone",1,3,"Diorite",1546706
"minecraft:stone",1,5,"Andesite",1691869
"minecraft:stone",1,6,"Polished Andesite",1151
"minecraft:stone_brick_stairs",109,0,"Stone Brick Stairs",285
"minecraft:stone_brick_stairs",109,1,"Stone Brick Stairs",275
"minecraft:stone_brick_stairs",109,2,"Stone Brick Stairs",271
"minecraft:stone_brick_stairs",109,3,"Stone Brick Stairs",299
"minecraft:stone_brick_stairs",109,4,"Stone Brick Stairs",1578
"minecraft:stone_brick_stairs",109,5,"Stone Brick Stairs",1632
"minecraft:stone_brick_stairs",109,6,"Stone Brick Stairs",1573
"minecraft:stone_brick_stairs",109,7,"Stone Brick Stairs",1592
"minecraft:stone_pressure_plate",70,0,"Stone Pressure Plate",66
"minecraft:stone_slab",44,4,"Bricks Slab",8
"minecraft:stone_slab",44,5,"Stone Bricks Slab",16
"minecraft:stone_slab",44,6,"Nether Brick Slab",57
"minecraft:stone_slab",44,13,"Stone Bricks Slab",8
"minecraft:stone_stairs",67,0,"Cobblestone Stairs",104
"minecraft:stone_stairs",67,1,"Cobblestone Stairs",99
"minecraft:stone_stairs",67,2,"Cobblestone Stairs",144
"minecraft:stone_stairs",67,3,"Cobblestone Stairs",144
"minecraft:stone_stairs",67,4,"Cobblestone Stairs",1054
"minecraft:stone_stairs",67,5,"Cobblestone Stairs",1146
"minecraft:stone_stairs",67,6,"Cobblestone Stairs",1202
"minecraft:stone_stairs",67,7,"Cobblestone Stairs",1121
"minecraft:stonebrick",98,0,"Stone Bricks",113965
"minecraft:stonebrick",98,1,"Mossy Stone Bricks",79469
"minecraft:stonebrick",98,2,"Cracked Stone Bricks",80664
"minecraft:tallgrass",31,1,"Shrub",47351
"minecraft:tallgrass",31,2,"Shrub",9236
"minecraft:tnt",46,0,"TNT",236
"minecraft:torch",50,1,"Torch",2
"minecraft:torch",50,2,"Torch",2
"minecraft:torch",50,3,"Torch",4
"minecraft:torch",50,4,"Torch",2
"minecraft:torch",50,5,"Torch",24
"minecraft:trapdoor",96,4,"Wooden Trapdoor",4
"minecraft:trapdoor",96,5,"Wooden Trapdoor",4
"minecraft:trapdoor",96,6,"Wooden Trapdoor",2
"minecraft:trapdoor",96,7,"Wooden Trapdoor",2
"minecraft:trapped_chest",146,2,"Oak Trapped Chest",22
"minecraft:unlit_redstone_torch",75,2,"minecraft:unlit_redstone_torch",1
"minecraft:unlit_redstone_torch",75,5,"minecraft:unlit_redstone_torch",22
"minecraft:unpowered_comparator",149,0,"minecraft:unpowered_comparator",6
"minecraft:unpowered_repeater",93,0,"minecraft:unpowered_repeater",6
"minecraft:unpowered_repeater",93,1,"minecraft:unpowered_repeater",1
"minecraft:unpowered_repeater",93,3,"minecraft:unpowered_repeater",1
"minecraft:vine",106,0,"Vines",143
"minecraft:vine",106,1,"Vines",2391
"minecraft:vine",106,2,"Vines",2334
"minecraft:vine",106,4,"Vines",2709
"minecraft:vine",106,8,"Vines",2648
"minecraft:water",9,0,"minecraft:water",1034429
"minecraft:water",9,1,"minecraft:water",4218
"minecraft:water",9,2,"minecraft:water",2803
"minecraft:water",9,3,"minecraft:water",2272
"minecraft:water",9,4,"minecraft:water",1967
"minecraft:water",9,5,"minecraft:water",1639
"minecraft:water",9,6,"minecraft:water",1424
"minecraft:water",9,7,"minecraft:water",1203
"minecraft:water",9,8,"minecraft:water",4186
"minecraft:water",9,9,"minecraft:water",4010
"minecraft:water",9,10,"minecraft:water",1007
"minecraft:water",9,11,"minecraft:water",417
"minecraft:water",9,12,"minecraft:water",255
"minecraft:water",9,13,"minecraft:water",127
"minecraft:water",9,14,"minecraft:water",107
"minecraft:water",9,15,"minecraft:water",57
"minecraft:waterlily",111,0,"Lily Pad",4037
"minecraft:web",30,0,"Cobweb",1590
"minecraft:wheat",59,0,"minecraft:wheat",17
"minecraft:wheat",59,7,"minecraft:wheat",15
"minecraft:wooden_door",64,0,"minecraft:wooden_door",1
"minecraft:wooden_door",64,0,"minecraft:wooden_door",3
"minecraft:wooden_door",64,8,"minecraft:wooden_door",1
"minecraft:wooden_door",64,9,"minecraft:wooden_door",1
"minecraft:wooden_door",64,9,"minecraft:wooden_door",2
"minecraft:wooden_slab",126,0,"Oak Wood Slab",7
"minecraft:wooden_slab",126,8,"Oak Wood Slab",18
"minecraft:wooden_slab",126,9,"Spruce Wood Slab",12
"minecraft:wool",35,15,"Black Wool",12
"minecraft:yellow_flower",37,0,"Dandelion",532
"nuclearcraft:ore",1681,3,"Thorium Ore",41393
"nuclearcraft:ore",1681,5,"Boron Ore",82819
"nuclearcraft:ore",1681,6,"Lithium Ore",62009
"nuclearcraft:ore",1681,7,"Magnesium Ore",42372
"plants2:bush",5755,0,"Blackberry Leaves",137
"plants2:bush",5755,1,"Blueberry Leaves",212
"plants2:bush",5755,2,"Deciduous Leaves",212
"plants2:bush",5755,3,"Evergreen Leaves",253
"plants2:bush",5755,4,"Huckleberry Leaves",260
"plants2:bush",5755,5,"Raspberry Leaves",185
"plants2:bush",5755,10,"Huckleberry Leaves",2
"plants2:bush",5755,11,"Raspberry Leaves",2
"plants2:cataplant",5758,1,"Cataplant",1
"plants2:cataplant",5758,3,"Cataplant",1
"plants2:cosmetic_0",5705,0,"White Forsythia",7
"plants2:cosmetic_0",5705,2,"Tronadora",4
"plants2:cosmetic_0",5705,3,"South American Rose",2
"plants2:cosmetic_0",5705,4,"Asian Copperleaf",13
"plants2:cosmetic_0",5705,5,"Stringwood",7
"plants2:cosmetic_0",5705,6,"Pink Turkish Shrublet",3
"plants2:cosmetic_0",5705,8,"Magic Flower",4
"plants2:cosmetic_0",5705,9,"Rock Thyme",7
"plants2:cosmetic_0",5705,10,"Snow Aciphyll",11
"plants2:cosmetic_0",5705,11,"Japanese Lady Bell",7
"plants2:cosmetic_0",5705,12,"Summer Pheasant's Eye",8
"plants2:cosmetic_0",5705,13,"Aechmea Amicorum",22
"plants2:cosmetic_0",5705,14,"Basket Plant",5
"plants2:cosmetic_0",5705,15,"Burnt Candytuft",15
"plants2:cosmetic_1",5706,0,"African Lily",12
"plants2:cosmetic_1",5706,1,"Goatweed",4
"plants2:cosmetic_1",5706,2,"Corncockle",4
"plants2:cosmetic_1",5706,3,"Silver Hairgrass",9
"plants2:cosmetic_1",5706,4,"Austral Bugle",12
"plants2:cosmetic_1",5706,6,"Biennial Hollyhock",10
"plants2:cosmetic_1",5706,7,"Dyer's Alkanet",12
"plants2:cosmetic_1",5706,8,"Garlic Mustard",4
"plants2:cosmetic_1",5706,9,"Flowering Onion",8
"plants2:cosmetic_1",5706,10,"Aloe Ballii",3
"plants2:cosmetic_1",5706,11,"Marsh Foxtail",3
"plants2:cosmetic_1",5706,12,"Lace Flower",4
"plants2:cosmetic_1",5706,13,"Parrot Flower",4
"plants2:cosmetic_1",5706,14,"Red Centered Hibiscus",7
"plants2:cosmetic_1",5706,15,"March Lily",4
"plants2:cosmetic_2",5707,1,"Philippine Amesiella",6
"plants2:cosmetic_2",5707,2,"Winged Everlasting",3
"plants2:cosmetic_2",5707,3,"Eytelia",9
"plants2:cosmetic_2",5707,4,"Magarza",4
"plants2:cosmetic_2",5707,5,"Scarlet Pimpernel",10
"plants2:cosmetic_2",5707,6,"Italian Bugloss",6
"plants2:cosmetic_2",5707,7,"Argocoffeopsis Lemblinii",9
"plants2:cosmetic_2",5707,8,"Common Milkweed",4
"plants2:cosmetic_2",5707,9,"Orange Milkweed",4
"plants2:cosmetic_2",5707,10,"Cape Gorse",6
"plants2:cosmetic_2",5707,11,"Astilbe Crenatiloba",5
"plants2:cosmetic_2",5707,12,"Yellow Rocketcress",8
"plants2:cosmetic_2",5707,13,"Begonia Eiromischa",3
"plants2:cosmetic_2",5707,14,"Brachystelma Schoenlandianum",6
"plants2:cosmetic_2",5707,15,"Cutleaf Toothwort",1
"plants2:cosmetic_3",5708,0,"Cephalophyllum Parvulum",7
"plants2:cosmetic_3",5708,1,"Florist's Daisy",11
"plants2:cosmetic_3",5708,2,"Clove",6
"plants2:cosmetic_3",5708,3,"Pink Corydalis",5
"plants2:cosmetic_3",5708,4,"Yellow Fumewort",8
"plants2:cosmetic_3",5708,5,"Crassula Subulata",2
"plants2:cosmetic_3",5708,6,"Terrestrial Orchid",2
"plants2:cosmetic_3",5708,7,"Ghost Orchid",5
"plants2:cosmetic_3",5708,8,"Everlasting Pea",6
"plants2:cosmetic_3",5708,9,"Snowdrop",9
"plants2:cosmetic_3",5708,10,"Saint Helena Heliotrope",8
"plants2:cosmetic_3",5708,11,"Lenten Rose",10
"plants2:cosmetic_3",5708,12,"Summer Lilac",10
"plants2:cosmetic_3",5708,13,"Orange Balsam",6
"plants2:cosmetic_3",5708,14,"Isolepis Vulbifera",12
"plants2:cosmetic_3",5708,15,"Narthecium Americanum",6
"plants2:cosmetic_4",5709,0,"Nemesia Micrantha",7
"plants2:cosmetic_4",5709,1,"Peony",13
"plants2:cosmetic_4",5709,2,"Pluchea Glutinosa",11
"plants2:cosmetic_4",5709,3,"Psoralea Cataracta",9
"plants2:cosmetic_4",5709,4,"Psoralea Macrophylla",4
"plants2:cosmetic_4",5709,5,"Kudzu Flower",10
"plants2:cosmetic_4",5709,6,"Arfaj",2
"plants2:cosmetic_4",5709,7,"Creeping Yellowcress",4
"plants2:cosmetic_4",5709,8,"Gloriosa Daisy",3
"plants2:cosmetic_4",5709,9,"Streblorrhiza Speciosa",2
"plants2:cosmetic_4",5709,10,"Sumatra Dipterocarpus",7
"plants2:cosmetic_4",5709,11,"Thismia Americana",16
"plants2:cosmetic_4",5709,12,"Great White Trillium",10
"plants2:cosmetic_4",5709,13,"Indian Hellebore",7
"plants2:cosmetic_4",5709,14,"Rock Speedwell",4
"plants2:cosmetic_4",5709,15,"Cry Violet",2
"plants2:cosmetic_5",5710,0,"Allium Drumstick",3
"plants2:cosmetic_5",5710,1,"Bachelor's Button",8
"plants2:cosmetic_5",5710,2,"Billy Buttons",8
"plants2:cosmetic_5",5710,3,"Delphinium Belladonna",5
"plants2:cosmetic_5",5710,4,"Fernflower Yarrow",3
"plants2:cosmetic_5",5710,5,"Gerbera Daisy",3
"plants2:cosmetic_5",5710,6,"Hydrangea",12
"plants2:cosmetic_5",5710,7,"Red Rover",2
"plants2:cosmetic_5",5710,8,"Snapdragon",6
"plants2:cosmetic_5",5710,9,"Star of Bethlehem",26
"plants2:cosmetic_5",5710,10,"Barren Strawberry",10
"plants2:cosmetic_5",5710,11,"Beardtongue",2
"plants2:cosmetic_5",5710,12,"Fairy Lily",10
"plants2:cosmetic_5",5710,13,"Royal Bluebell",4
"plants2:cosmetic_5",5710,15,"Snowy River Westringia",6
"plants2:cosmetic_6",5711,0,"Weldenia Candida",3
"plants2:cosmetic_6",5711,1,"Wild Rice",13
"plants2:cosmetic_6",5711,2,"Yellowroot",4
"plants2:cosmetic_6",5711,3,"Zenobia",8
"plants2:cosmetic_6",5711,4,"Cambridge Blue",12
"plants2:crop_0",5718,7,"plants2:crop_0",2
"plants2:crop_0",5718,15,"plants2:crop_0",6
"plants2:crop_1",5719,7,"plants2:crop_1",5
"plants2:crystal",5732,0,"Crystal Formation",956
"plants2:crystal",5732,3,"Dark Crystal Formation",394
"plants2:crystal_leaves",5736,2,"Crystal Leaves",6299
"plants2:crystal_leaves",5736,3,"Crystal Leaves",5994
"plants2:crystal_leaves",5736,6,"Dark Crystal Leaves",4
"plants2:crystal_leaves",5736,7,"Dark Crystal Leaves",4236
"plants2:crystal_log",5734,5,"Crystal Wood",1152
"plants2:crystal_log",5734,6,"Dark Crystal Wood",384
"plants2:desert_0",5712,0,"Apache Plume",5
"plants2:desert_0",5712,1,"Arizona Poppy",9
"plants2:desert_0",5712,2,"Asian Mustard",4
"plants2:desert_0",5712,3,"Bigelow's Monkeyflower",14
"plants2:desert_0",5712,4,"Blacktack Phacelia",5
"plants2:desert_0",5712,5,"Blazingstar",6
"plants2:desert_0",5712,6,"Blue Flax",2
"plants2:desert_0",5712,7,"Bristly Fiddleneck",13
"plants2:desert_0",5712,8,"Browneyes",4
"plants2:desert_0",5712,9,"Buckbrush",13
"plants2:desert_0",5712,10,"Button Brittlebush",2
"plants2:desert_0",5712,11,"Canaigre",8
"plants2:desert_0",5712,12,"Chocolate Drops",12
"plants2:desert_0",5712,13,"Chuparosa",6
"plants2:desert_0",5712,14,"Clustered Broomrape",18
"plants2:desert_0",5712,15,"Coulter's Jewelflower",15
"plants2:desert_1",5713,0,"Distant Scorpionweed",16
"plants2:desert_1",5713,1,"Neglected Scorpionweed",8
"plants2:desert_1",5713,2,"Sagebrush",2
"plants2:desert_1",5713,3,"San Angelo Yucca",6
"plants2:double_0",5714,0,"Chinese Honeysuckle",6
"plants2:double_0",5714,1,"Chinese Honeysuckle",6
"plants2:double_0",5714,2,"Heart's Delight",3
"plants2:double_0",5714,3,"Heart's Delight",3
"plants2:double_0",5714,4,"Balcanicus Bear's Breeches",12
"plants2:double_0",5714,5,"Balcanicus Bear's Breeches",12
"plants2:double_0",5714,6,"Canary Island Flatpod",6
"plants2:double_0",5714,7,"Canary Island Flatpod",6
"plants2:double_0",5714,8,"Summer Snowflakes",8
"plants2:double_0",5714,9,"Summer Snowflakes",8
"plants2:double_0",5714,10,"Alonsoa Meridionalis",6
"plants2:double_0",5714,11,"Alonsoa Meridionalis",6
"plants2:double_0",5714,12,"Bulbil Bugle Lily",5
"plants2:double_0",5714,13,"Bulbil Bugle Lily",5
"plants2:groundcover",5733,0,"Crystal Groundcover",83265
"plants2:harvest_0",5715,0,"Doll's Eyes",1
"plants2:harvest_0",5715,2,"Galapagos Flower",2
"plants2:harvest_0",5715,4,"Annual Ragweed",6
"plants2:harvest_0",5715,6,"Wild Cotton",2
"plants2:harvest_0",5715,8,"Wild Carrot",9
"plants2:harvest_0",5715,10,"Pokeweed",8
"plants2:harvest_0",5715,12,"Broadleaf Plantain",6
"plants2:harvest_0",5715,14,"Black Raspberry Bush",6
"plants2:harvest_1",5716,0,"Wine Raspberry Bush",8
"plants2:harvest_1",5716,2,"Saffron",4
"plants2:harvest_1",5716,4,"Carolina Horsenettle",4
"plants2:harvest_1",5716,6,"Climbing Nightshade",6
"plants2:harvest_1",5716,8,"Black Nightshade",4
"plants2:harvest_1",5716,10,"Tahitian Spinach",13
"plants2:leaves_0",5731,10,"Incense Cedar Leaves",2349
"plants2:leaves_0",5731,11,"Incense Cedar Leaves",1880
"plants2:leaves_0",5731,14,"Murray Pine Leaves",4572
"plants2:leaves_0",5731,15,"Murray Pine Leaves",3338
"plants2:log_0",5729,3,"Murray Pine Wood",140
"plants2:log_0",5729,7,"Incense Cedar Wood",600
"plants2:log_0",5729,8,"Murray Pine Wood",459
"plants2:log_0",5729,13,"Murray Pine Wood",140
"projectred-exploration:stone",1116,0,"Marble",40319
"quark:biome_cobblestone",4855,1,"Permafrost",334261
"quark:crystal",4854,0,"White Cave Crystal",192
"quark:crystal",4854,1,"Red Cave Crystal",21
"quark:crystal",4854,2,"Orange Cave Crystal",57
"quark:crystal",4854,3,"Yellow Cave Crystal",264
"quark:crystal",4854,4,"Green Cave Crystal",300
"quark:crystal",4854,5,"Blue Cave Crystal",253
"rustic:beehive",1012,0,"Beehive",7
"rustic:beehive",1012,1,"Beehive",4
"rustic:beehive",1012,2,"Beehive",5
"rustic:beehive",1012,3,"Beehive",7
"rustic:chamomile",1104,3,"Chamomile",37
"rustic:cohosh",1106,3,"Cohosh",22
"rustic:core_root",1107,3,"rustic:core_root",9
"rustic:ginseng",1109,3,"rustic:ginseng",21
"rustic:horsetail",1110,3,"Horsetail",42
"rustic:leaves",1070,0,"Olive Leaves",342
"rustic:leaves",1070,1,"Ironwood Leaves",266
"rustic:leaves",1070,8,"Olive Leaves",386
"rustic:leaves",1070,9,"Ironwood Leaves",261
"rustic:log",1069,0,"Olive Wood",68
"rustic:log",1069,1,"Ironwood",104
"rustic:marsh_mallow",1111,3,"rustic:marsh_mallow",18
"rustic:mooncap_mushroom",1112,3,"Mooncap Mushroom",3
"rustic:slate",1014,0,"Slate",918023
"rustic:wildberry_bush",1091,1,"Wildberry Bush",62
"rustic:wind_thistle",1113,3,"Wind Thistle",9
"tconstruct:blueslime",3022,0,"tconstruct:blueslime",375
"tconstruct:blueslime",3022,1,"tconstruct:blueslime",2
"tconstruct:slime_congealed",2911,0,"Congealed Green Slime Block",142
"tconstruct:slime_congealed",2911,1,"Congealed Blue Slime Block",140
"tconstruct:slime_dirt",2924,0,"Green Slimy Dirt",4741
"tconstruct:slime_dirt",2924,1,"Blue Slimy Dirt",5446
"tconstruct:slime_grass",2925,1,"Slimy Grass",1071
"tconstruct:slime_grass",2925,2,"Green Slimy Grass",848
"tconstruct:slime_grass_tall",2927,4,"Tall Slimy Grass",129
"tconstruct:slime_grass_tall",2927,5,"Tall Slimy Grass",122
"tconstruct:slime_leaves",2926,1,"Slimy Leaves",241
"tconstruct:slime_leaves",2926,9,"Slimy Leaves",264
"tconstruct:slime_vine_blue",2931,1,"Blue Slimy Vine",18
"tconstruct:slime_vine_blue",2931,2,"Blue Slimy Vine",29
"tconstruct:slime_vine_blue",2931,3,"Blue Slimy Vine",18
"tconstruct:slime_vine_blue",2931,4,"Blue Slimy Vine",30
"tconstruct:slime_vine_blue",2931,6,"Blue Slimy Vine",3
"tconstruct:slime_vine_blue",2931,7,"Blue Slimy Vine",7
"tconstruct:slime_vine_blue",2931,8,"Blue Slimy Vine",33
"tconstruct:slime_vine_blue",2931,9,"Blue Slimy Vine",8
"tconstruct:slime_vine_blue",2931,11,"Blue Slimy Vine",8
"tconstruct:slime_vine_blue",2931,12,"Blue Slimy Vine",21
"tconstruct:slime_vine_blue",2931,13,"Blue Slimy Vine",6
"tconstruct:slime_vine_blue",2931,14,"Blue Slimy Vine",7
"tconstruct:slime_vine_blue",2931,15,"Blue Slimy Vine",26
"tconstruct:slime_vine_blue_end",2929,1,"Blue Slimy Vine",7
"tconstruct:slime_vine_blue_end",2929,2,"Blue Slimy Vine",12
"tconstruct:slime_vine_blue_end",2929,3,"Blue Slimy Vine",7
"tconstruct:slime_vine_blue_end",2929,4,"Blue Slimy Vine",11
"tconstruct:slime_vine_blue_end",2929,6,"Blue Slimy Vine",1
"tconstruct:slime_vine_blue_end",2929,7,"Blue Slimy Vine",2
"tconstruct:slime_vine_blue_end",2929,8,"Blue Slimy Vine",13
"tconstruct:slime_vine_blue_end",2929,9,"Blue Slimy Vine",3
"tconstruct:slime_vine_blue_end",2929,11,"Blue Slimy Vine",2
"tconstruct:slime_vine_blue_end",2929,12,"Blue Slimy Vine",8
"tconstruct:slime_vine_blue_end",2929,13,"Blue Slimy Vine",2
"tconstruct:slime_vine_blue_end",2929,14,"Blue Slimy Vine",2
"tconstruct:slime_vine_blue_mid",2930,1,"Blue Slimy Vine",10
"tconstruct:slime_vine_blue_mid",2930,2,"Blue Slimy Vine",18
"tconstruct:slime_vine_blue_mid",2930,3,"Blue Slimy Vine",16
"tconstruct:slime_vine_blue_mid",2930,4,"Blue Slimy Vine",20
"tconstruct:slime_vine_blue_mid",2930,6,"Blue Slimy Vine",3
"tconstruct:slime_vine_blue_mid",2930,7,"Blue Slimy Vine",2
"tconstruct:slime_vine_blue_mid",2930,8,"Blue Slimy Vine",29
"tconstruct:slime_vine_blue_mid",2930,9,"Blue Slimy Vine",6
"tconstruct:slime_vine_blue_mid",2930,11,"Blue Slimy Vine",4
"tconstruct:slime_vine_blue_mid",2930,12,"Blue Slimy Vine",10
"tconstruct:slime_vine_blue_mid",2930,13,"Blue Slimy Vine",3
"tconstruct:slime_vine_blue_mid",2930,14,"Blue Slimy Vine",3
"tconstruct:slime_vine_purple_end",2932,1,"Purple Slimy Vine",4
"tconstruct:slime_vine_purple_end",2932,2,"Purple Slimy Vine",11
"tconstruct:slime_vine_purple_end",2932,3,"Purple Slimy Vine",2
"tconstruct:slime_vine_purple_end",2932,4,"Purple Slimy Vine",5
"tconstruct:slime_vine_purple_end",2932,5,"Purple Slimy Vine",3
"tconstruct:slime_vine_purple_end",2932,6,"Purple Slimy Vine",1
"tconstruct:slime_vine_purple_end",2932,7,"Purple Slimy Vine",1
"tconstruct:slime_vine_purple_end",2932,8,"Purple Slimy Vine",7
"tconstruct:slime_vine_purple_end",2932,9,"Purple Slimy Vine",3
"tconstruct:slime_vine_purple_end",2932,10,"Purple Slimy Vine",2
"tconstruct:slime_vine_purple_end",2932,12,"Purple Slimy Vine",1
"tconstruct:slime_vine_purple_end",2932,13,"Purple Slimy Vine",5
"tconstruct:slime_vine_purple_end",2932,14,"Purple Slimy Vine",3
"techreborn:ore",597,0,"Galena Ore",196704
"techreborn:ore",597,1,"Iridium Ore",6519
"techreborn:rubber_leaves",636,0,"Rubber Leaves",191
"techreborn:rubber_leaves",636,2,"Rubber Leaves",4374
"techreborn:rubber_log",631,2,"Rubber Wood",449
"techreborn:rubber_log",631,4,"Rubber Wood",17
"techreborn:rubber_log",631,5,"Rubber Wood",15
"techreborn:rubber_log",631,6,"Rubber Wood",20
"techreborn:rubber_log",631,7,"Rubber Wood",8
"techreborn:techreborn_techreborn.oil",687,0,"tile.techreborn.oil.name",5844
"techreborn:techreborn_techreborn.oil",687,1,"tile.techreborn.oil.name",553
"techreborn:techreborn_techreborn.oil",687,2,"tile.techreborn.oil.name",15
"techreborn:techreborn_techreborn.oil",687,3,"tile.techreborn.oil.name",11
"techreborn:techreborn_techreborn.oil",687,4,"tile.techreborn.oil.name",11
"techreborn:techreborn_techreborn.oil",687,5,"tile.techreborn.oil.name",11
"techreborn:techreborn_techreborn.oil",687,6,"tile.techreborn.oil.name",9
"techreborn:techreborn_techreborn.oil",687,7,"tile.techreborn.oil.name",4
"thaumcraft:crystal_aer",2583,1,"Air Crystal",350
"thaumcraft:crystal_aer",2583,2,"Air Crystal",366
"thaumcraft:crystal_aer",2583,3,"Air Crystal",327
"thaumcraft:crystal_aqua",2585,1,"Water Crystal",440
"thaumcraft:crystal_aqua",2585,2,"Water Crystal",457
